学期	学号	书号	日期
1	159	TN	0921	
1	159	TP	0921	
1	247	TP	0922	
1	533	K	0922	
1	533	K	0922	
1	533	TP	0922	
1	94	O	0922	
1	94	O	0922	
1	94	O	0922	
1	94	O	0922	
1	204	O	0922	
1	94	O	0922	
1	328	TP	0922	
1	53	TP	0922	
1	466	B	0922	
1	240	TP	0922	
1	87	TM	0922	
1	119	O	0922	
1	119	O	0922	
1	119	O	0922	
1	481	I	0922	
1	481	H	0922	
1	481	I	0922	
1	119	I	0922	
1	119	I	0922	
1	128	TN	0922	
1	204	TN	0922	
1	470	TN	0922	
1	516	TN	0922	
1	13	H	0922	
1	441	TN	0922	
1	441	TN	0922	
1	441	TN	0922	
1	215	H	0922	
1	101	TP	0922	
1	101	TP	0922	
1	101	TP	0922	
1	149	H	0922	
1	149	H	0922	
1	149	H	0922	
1	359	TN	0922	
1	359	TM	0922	
1	359	TN	0922	
1	207	I	0922	
1	8	I	0922	
1	8	I	0922	
1	433	TN	0922	
1	433	I	0922	
1	353	I	0922	
1	353	TP	0922	
1	353	I	0922	
1	353	TP	0922	
1	353	TP	0922	
1	353	TP	0922	
1	349	C	0922	
1	349	I	0922	
1	349	H	0922	
1	349	H	0922	
1	159	TN	0922	
1	395	TN	0922	
1	2	F	0922	
1	2	F	0922	
1	385	O	0922	
1	385	O	0922	
1	385	O	0922	
1	385	O	0922	
1	385	O	0922	
1	385	O	0922	
1	159	I	0922	
1	2	TP	0922	
1	2	H	0922	
1	299	I	0922	
1	299	I	0922	
1	74	K	0922	
1	74	K	0922	
1	149	H	0922	
1	432	O	0922	
1	432	O	0922	
1	432	O	0922	
1	149	H	0922	
1	381	I	0922	
1	190	B	0922	
1	190	B	0922	
1	180	F	0922	
1	510	TN	0922	
1	510	TN	0922	
1	510	TN	0922	
1	510	H	0922	
1	510	H	0922	
1	510	H	0922	
1	510	H	0922	
1	125	TP	0922	
1	125	TP	0922	
1	198	C	0922	
1	459	TP	0922	
1	59	E	0922	
1	59	E	0922	
1	183	O	0922	
1	183	O	0922	
1	183	O	0922	
1	43	H	0922	
1	362	TP	0922	
1	132	I	0922	
1	132	H	0922	
1	198	C	0922	
1	499	I	0922	
1	443	B	0922	
1	443	B	0922	
1	443	B	0922	
1	443	B	0922	
1	513	I	0922	
1	20	H	0922	
1	20	TP	0922	
1	400	TP	0922	
1	400	TP	0922	
1	354	H	0922	
1	513	TP	0922	
1	20	TP	0922	
1	20	TP	0922	
1	19	H	0922	
1	495	H	0923	
1	109	O	0923	
1	122	TN	0923	
1	467	TP	0923	
1	344	I	0923	
1	344	I	0923	
1	369	O	0923	
1	369	I	0923	
1	369	I	0923	
1	388	I	0923	
1	125	TP	0923	
1	537	O	0923	
1	388	H	0923	
1	455	I	0923	
1	361	TP	0923	
1	77	O	0923	
1	391	I	0923	
1	82	D	0923	
1	82	TN	0923	
1	142	I	0923	
1	384	I	0923	
1	384	H	0923	
1	73	I	0923	
1	73	I	0923	
1	73	I	0923	
1	73	I	0923	
1	73	I	0923	
1	73	I	0923	
1	73	I	0923	
1	73	I	0923	
1	123	TP	0923	
1	123	TP	0923	
1	113	O	0923	
1	153	O	0923	
1	153	O	0923	
1	153	O	0923	
1	153	O	0923	
1	153	O	0923	
1	153	O	0923	
1	513	TP	0923	
1	414	TN	0924	
1	245	H	0924	
1	245	H	0924	
1	101	TP	0924	
1	101	TP	0924	
1	101	TP	0924	
1	101	TP	0924	
1	25	TP	0924	
1	25	TP	0924	
1	219	I	0924	
1	219	I	0924	
1	219	I	0924	
1	219	P	0924	
1	219	N	0924	
1	219	K	0924	
1	219	H	0924	
1	285	J	0924	
1	285	J	0924	
1	285	J	0924	
1	364	K	0924	
1	8	B	0924	
1	8	B	0924	
1	8	H	0924	
1	139	B	0924	
1	8	I	0924	
1	151	J	0924	
1	151	C	0924	
1	151	I	0924	
1	151	J	0924	
1	151	C	0924	
1	151	H	0924	
1	151	H	0924	
1	151	J	0924	
1	151	J	0924	
1	151	J	0924	
1	151	I	0924	
1	291	G	0924	
1	242	TP	0924	
1	62	K	0924	
1	345	TN	0924	
1	345	TN	0924	
1	345	TN	0924	
1	345	K	0924	
1	364	TN	0924	
1	364	TN	0924	
1	364	TN	0924	
1	67	I	0924	
1	67	I	0924	
1	67	I	0924	
1	461	TS	0924	
1	401	B	0924	
1	401	B	0924	
1	381	TN	0924	
1	105	B	0924	
1	110	TN	0925	
1	299	I	0925	
1	299	I	0925	
1	299	I	0925	
1	299	I	0925	
1	183	H	0925	
1	183	H	0925	
1	183	H	0925	
1	326	I	0925	
1	326	I	0925	
1	300	K	0925	
1	300	K	0925	
1	36	TN	0925	
1	36	TN	0925	
1	36	TN	0925	
1	36	TN	0925	
1	355	TN	0925	
1	204	H	0925	
1	204	H	0925	
1	204	H	0925	
1	204	H	0925	
1	204	H	0925	
1	5	TP	0925	
1	5	TP	0925	
1	5	TP	0925	
1	219	TN	0925	
1	34	H	0925	
1	34	H	0925	
1	392	H	0925	
1	369	I	0925	
1	369	I	0925	
1	369	H	0925	
1	369	TP	0925	
1	369	H	0925	
1	212	O	0925	
1	212	H	0925	
1	212	O	0925	
1	169	H	0925	
1	169	D	0925	
1	532	B	0925	
1	349	O	0925	
1	349	O	0925	
1	169	TP	0925	
1	532	H	0925	
1	464	I	0925	
1	464	I	0925	
1	464	I	0925	
1	464	I	0925	
1	36	TN	0925	
1	36	TN	0925	
1	36	TP	0925	
1	497	I	0925	
1	497	I	0925	
1	497	I	0925	
1	505	K	0925	
1	456	I	0925	
1	119	I	0925	
1	119	I	0925	
1	125	TP	0925	
1	258	O	0925	
1	366	TP	0925	
1	366	I	0925	
1	366	C	0925	
1	133	H	0925	
1	133	H	0925	
1	133	H	0925	
1	133	H	0925	
1	378	B	0925	
1	378	B	0925	
1	378	H	0925	
1	378	I	0925	
1	378	I	0925	
1	378	B	0925	
1	101	TP	0925	
1	101	TP	0925	
1	101	TP	0925	
1	401	I	0925	
1	364	K	0925	
1	364	K	0925	
1	422	B	0925	
1	422	B	0925	
1	152	O	0925	
1	152	TP	0925	
1	152	TP	0925	
1	152	O	0925	
1	381	TP	0925	
1	152	I	0925	
1	481	TP	0926	
1	131	I	0926	
1	47	I	0926	
1	90	TP	0926	
1	90	TP	0926	
1	47	H	0926	
1	327	I	0926	
1	334	I	0926	
1	235	I	0926	
1	235	I	0926	
1	235	I	0926	
1	383	I	0926	
1	349	B	0926	
1	349	B	0926	
1	250	E	0926	
1	250	E	0926	
1	250	E	0926	
1	250	E	0926	
1	77	TP	0926	
1	106	TP	0926	
1	18	TP	0926	
1	18	TP	0926	
1	18	TP	0926	
1	416	H	0926	
1	416	B	0926	
1	416	B	0926	
1	530	O	0926	
1	231	G	0926	
1	231	G	0926	
1	231	G	0926	
1	403	I	0926	
1	475	TP	0926	
1	347	TP	0926	
1	292	B	0926	
1	292	H	0926	
1	292	I	0926	
1	475	O	0926	
1	475	O	0926	
1	290	I	0926	
1	290	I	0926	
1	290	I	0926	
1	290	I	0926	
1	139	H	0926	
1	223	TP	0926	
1	41	K	0926	
1	41	J	0926	
1	41	J	0926	
1	41	J	0926	
1	41	J	0926	
1	234	TN	0926	
1	234	TN	0926	
1	234	TN	0926	
1	234	TN	0926	
1	310	F	0926	
1	310	H	0926	
1	310	I	0926	
1	342	I	0926	
1	402	B	0926	
1	23	O	0926	
1	23	O	0926	
1	23	K	0926	
1	145	I	0926	
1	513	TP	0926	
1	483	H	0926	
1	483	I	0926	
1	483	I	0926	
1	317	TP	0926	
1	391	I	0926	
1	317	TN	0926	
1	231	B	0926	
1	313	H	0926	
1	313	H	0926	
1	313	H	0926	
1	46	H	0926	
1	46	H	0926	
1	149	H	0926	
1	149	H	0926	
1	335	B	0926	
1	335	B	0926	
1	272	TP	0926	
1	272	TP	0926	
1	136	TN	0927	
1	328	TN	0927	
1	328	H	0927	
1	328	G	0927	
1	414	I	0927	
1	122	TP	0927	
1	122	TP	0927	
1	349	B	0927	
1	349	G	0927	
1	349	G	0927	
1	250	I	0927	
1	250	I	0927	
1	250	I	0927	
1	150	O	0927	
1	150	O	0927	
1	150	O	0927	
1	150	O	0927	
1	150	H	0927	
1	150	H	0927	
1	7	TP	0927	
1	284	TP	0927	
1	284	TP	0927	
1	284	TP	0927	
1	284	K	0927	
1	261	I	0927	
1	461	B	0927	
1	461	B	0927	
1	301	TP	0927	
1	301	O	0927	
1	301	TP	0927	
1	301	C	0927	
1	301	H	0927	
1	80	TP	0927	
1	1	TP	0927	
1	1	TP	0927	
1	255	TP	0927	
1	120	I	0927	
1	120	I	0927	
1	120	I	0927	
1	514	TN	0927	
1	514	TN	0927	
1	28	TN	0927	
1	461	TS	0927	
1	60	TP	0927	
1	60	O	0927	
1	402	B	0928	
1	402	B	0928	
1	309	G	0928	
1	369	F	0928	
1	242	TN	0928	
1	242	TN	0928	
1	242	TN	0928	
1	402	I	0928	
1	402	I	0928	
1	91	I	0928	
1	360	TN	0928	
1	360	TN	0928	
1	360	TN	0928	
1	301	H	0928	
1	301	H	0928	
1	301	H	0928	
1	301	H	0928	
1	223	O	0928	
1	223	O	0928	
1	395	R	0928	
1	509	TP	0928	
1	388	H	0928	
1	509	B	0928	
1	3	I	0928	
1	3	I	0928	
1	3	G	0928	
1	532	TN	0928	
1	532	TN	0928	
1	532	TN	0928	
1	532	TN	0928	
1	116	TN	0928	
1	437	B	0928	
1	437	I	0928	
1	437	B	0928	
1	487	H	0928	
1	212	O	0928	
1	212	O	0928	
1	481	TP	0928	
1	481	TP	0928	
1	481	TP	0928	
1	511	I	0928	
1	296	I	0928	
1	296	H	0928	
1	296	H	0928	
1	296	H	0928	
1	455	I	0928	
1	455	H	0928	
1	487	K	0928	
1	487	K	0928	
1	273	H	0928	
1	273	H	0928	
1	273	K	0928	
1	249	H	0928	
1	487	TP	0928	
1	207	I	0928	
1	207	I	0928	
1	207	I	0928	
1	207	I	0928	
1	207	I	0928	
1	497	H	0928	
1	497	H	0928	
1	436	TP	0928	
1	23	K	0928	
1	23	K	0928	
1	23	K	0928	
1	105	TP	0928	
1	105	H	0928	
1	105	TP	0928	
1	258	TP	0928	
1	258	TP	0928	
1	105	K	0928	
1	364	TN	0928	
1	392	I	0928	
1	135	J	0928	
1	135	J	0928	
1	213	TN	0929	
1	360	TN	0929	
1	360	TN	0929	
1	219	P	0929	
1	219	P	0929	
1	219	Z	0929	
1	365	H	0929	
1	365	H	0929	
1	365	I	0929	
1	365	I	0929	
1	204	G	0929	
1	204	H	0929	
1	204	H	0929	
1	344	I	0929	
1	344	I	0929	
1	344	I	0929	
1	344	I	0929	
1	342	I	0929	
1	341	TP	0929	
1	341	TP	0929	
1	341	TP	0929	
1	249	H	0929	
1	249	H	0929	
1	50	B	0929	
1	80	TP	0929	
1	80	TP	0929	
1	261	I	0929	
1	261	I	0929	
1	249	I	0929	
1	249	I	0929	
1	101	K	0929	
1	101	B	0929	
1	101	I	0929	
1	101	B	0929	
1	331	TP	0929	
1	290	J	0929	
1	290	J	0929	
1	290	J	0929	
1	116	R	0929	
1	485	C	0929	
1	245	G	0929	
1	245	I	0929	
1	125	TP	0929	
1	451	I	0929	
1	255	TP	0929	
1	59	TP	0929	
1	279	I	0929	
1	279	I	0929	
1	106	TP	0929	
1	106	P	0929	
1	504	Z	0929	
1	504	TP	0929	
1	504	C	0929	
1	106	TP	0929	
1	106	TP	0929	
1	419	TP	0929	
1	419	TP	0929	
1	3	I	0929	
1	492	B	0929	
1	492	B	0929	
1	319	TP	0929	
1	432	B	0929	
1	432	J	0929	
1	432	B	0929	
1	432	B	0929	
1	335	I	0929	
1	335	I	0929	
1	335	I	0929	
1	335	I	0929	
1	335	I	0929	
1	335	I	0929	
1	335	I	0929	
1	335	I	0929	
1	354	I	0929	
1	354	I	0929	
1	492	C	0929	
1	516	I	0929	
1	516	I	0929	
1	25	O	0929	
1	25	O	0929	
1	25	I	0929	
1	152	F	0929	
1	152	F	0929	
1	152	TP	0929	
1	152	TP	0929	
1	25	I	0929	
1	302	TN	1004	
1	145	TN	1004	
1	213	TN	1004	
1	213	TN	1004	
1	213	TN	1004	
1	213	TN	1004	
1	505	I	1004	
1	505	H	1004	
1	505	I	1004	
1	292	O	1004	
1	292	O	1004	
1	292	O	1004	
1	292	D	1004	
1	292	D	1004	
1	416	H	1004	
1	101	K	1004	
1	98	I	1004	
1	98	I	1004	
1	98	I	1004	
1	8	I	1004	
1	8	J	1004	
1	8	I	1004	
1	8	I	1004	
1	8	K	1004	
1	513	TP	1004	
1	102	TP	1004	
1	102	TP	1004	
1	533	O	1004	
1	292	I	1004	
1	433	E	1004	
1	433	E	1004	
1	433	E	1004	
1	433	E	1004	
1	433	E	1004	
1	433	E	1004	
1	125	I	1004	
1	446	N	1004	
1	446	I	1004	
1	446	K	1004	
1	416	K	1004	
1	416	K	1004	
1	453	H	1004	
1	116	B	1004	
1	271	O	1004	
1	271	E	1004	
1	271	E	1004	
1	406	B	1004	
1	196	I	1004	
1	196	I	1004	
1	196	I	1004	
1	196	K	1004	
1	196	K	1004	
1	453	O	1004	
1	453	O	1004	
1	453	O	1004	
1	453	O	1004	
1	453	O	1004	
1	453	O	1004	
1	513	I	1004	
1	291	J	1004	
1	291	H	1004	
1	37	I	1004	
1	10	TN	1005	
1	10	TP	1005	
1	10	TN	1005	
1	10	TN	1005	
1	505	I	1005	
1	505	I	1005	
1	328	TP	1005	
1	328	TP	1005	
1	328	F	1005	
1	415	TN	1005	
1	133	TN	1005	
1	133	TN	1005	
1	133	TN	1005	
1	40	H	1005	
1	415	TP	1005	
1	385	TP	1005	
1	385	TP	1005	
1	432	B	1005	
1	432	B	1005	
1	364	O	1005	
1	222	I	1005	
1	8	TP	1005	
1	8	I	1005	
1	8	I	1005	
1	8	I	1005	
1	8	I	1005	
1	446	H	1005	
1	446	H	1005	
1	191	I	1005	
1	191	I	1005	
1	191	I	1005	
1	419	TN	1005	
1	225	TP	1005	
1	225	TN	1005	
1	133	TN	1005	
1	133	TN	1005	
1	133	TN	1005	
1	477	TN	1005	
1	477	TN	1005	
1	477	TN	1005	
1	140	I	1005	
1	140	I	1005	
1	140	I	1005	
1	140	O	1005	
1	140	TP	1005	
1	533	TP	1005	
1	24	I	1005	
1	187	TN	1005	
1	364	C	1005	
1	364	B	1005	
1	364	B	1005	
1	237	TP	1005	
1	237	TP	1005	
1	125	TP	1005	
1	156	J	1005	
1	101	B	1005	
1	101	B	1005	
1	101	A	1005	
1	101	I	1005	
1	82	TN	1005	
1	483	TN	1005	
1	116	C	1005	
1	446	B	1005	
1	446	H	1005	
1	532	O	1005	
1	532	O	1005	
1	532	O	1005	
1	432	TP	1005	
1	432	TP	1005	
1	432	TP	1005	
1	432	TP	1005	
1	432	TP	1005	
1	422	TP	1005	
1	422	TP	1005	
1	422	TP	1005	
1	422	TP	1005	
1	422	TP	1005	
1	422	TP	1005	
1	286	TN	1005	
1	286	TN	1005	
1	286	TN	1005	
1	286	TN	1005	
1	286	TN	1005	
1	422	TP	1005	
1	413	B	1005	
1	413	TN	1005	
1	413	TN	1005	
1	413	G	1005	
1	101	H	1005	
1	343	B	1005	
1	343	B	1005	
1	328	TP	1005	
1	328	TP	1005	
1	354	I	1005	
1	354	TP	1005	
1	354	I	1005	
1	328	O	1006	
1	328	O	1006	
1	328	H	1006	
1	328	O	1006	
1	483	I	1006	
1	483	I	1006	
1	416	K	1006	
1	1	G	1006	
1	415	O	1006	
1	415	TP	1006	
1	500	H	1006	
1	500	H	1006	
1	436	Q	1006	
1	436	TP	1006	
1	436	TP	1006	
1	436	Q	1006	
1	436	Q	1006	
1	436	Q	1006	
1	436	Q	1006	
1	436	Q	1006	
1	436	TN	1006	
1	369	K	1006	
1	369	TP	1006	
1	369	I	1006	
1	369	TP	1006	
1	328	TN	1006	
1	328	TN	1006	
1	147	I	1006	
1	147	I	1006	
1	280	TP	1006	
1	147	I	1006	
1	147	I	1006	
1	147	I	1006	
1	280	TP	1006	
1	224	TP	1006	
1	224	TP	1006	
1	485	I	1006	
1	485	G	1006	
1	508	TP	1006	
1	485	E	1006	
1	485	K	1006	
1	358	TP	1006	
1	358	TP	1006	
1	280	I	1006	
1	287	I	1006	
1	287	K	1006	
1	287	B	1006	
1	273	I	1006	
1	273	I	1006	
1	145	I	1006	
1	145	A	1006	
1	273	B	1006	
1	533	O	1007	
1	533	O	1007	
1	533	O	1007	
1	533	O	1007	
1	533	O	1007	
1	533	O	1007	
1	49	H	1007	
1	49	H	1007	
1	392	H	1007	
1	438	TP	1007	
1	82	K	1007	
1	483	K	1007	
1	483	K	1007	
1	147	G	1007	
1	354	I	1007	
1	354	I	1007	
1	433	K	1007	
1	433	I	1007	
1	433	TP	1007	
1	433	TP	1007	
1	62	K	1007	
1	218	D	1007	
1	218	K	1007	
1	116	H	1007	
1	8	R	1007	
1	8	I	1007	
1	8	R	1007	
1	8	B	1007	
1	8	B	1007	
1	416	K	1007	
1	416	K	1007	
1	278	C	1007	
1	278	C	1007	
1	505	O	1007	
1	505	O	1007	
1	19	TP	1007	
1	341	TP	1007	
1	341	I	1007	
1	341	TN	1007	
1	482	TM	1007	
1	482	TP	1007	
1	482	TP	1007	
1	291	I	1007	
1	291	O	1007	
1	210	I	1007	
1	210	I	1007	
1	133	I	1007	
1	133	I	1007	
1	133	I	1007	
1	133	I	1007	
1	136	B	1008	
1	136	B	1008	
1	136	C	1008	
1	146	I	1008	
1	146	I	1008	
1	308	I	1008	
1	308	I	1008	
1	150	C	1008	
1	84	I	1008	
1	84	I	1008	
1	84	TN	1008	
1	330	I	1008	
1	330	I	1008	
1	330	I	1008	
1	330	I	1008	
1	330	H	1008	
1	330	H	1008	
1	330	H	1008	
1	330	H	1008	
1	116	O	1008	
1	44	B	1008	
1	270	H	1008	
1	270	H	1008	
1	270	H	1008	
1	196	TN	1008	
1	196	TN	1008	
1	196	TN	1008	
1	166	I	1008	
1	384	TP	1008	
1	302	TP	1008	
1	407	K	1008	
1	364	K	1008	
1	129	I	1008	
1	431	K	1008	
1	431	K	1008	
1	362	E	1008	
1	485	K	1008	
1	485	K	1008	
1	485	K	1008	
1	485	K	1008	
1	101	Q	1008	
1	461	B	1008	
1	461	B	1008	
1	172	TP	1009	
1	172	TP	1009	
1	172	TP	1009	
1	172	I	1009	
1	172	TN	1009	
1	172	TP	1009	
1	497	I	1009	
1	172	TP	1009	
1	172	TP	1009	
1	206	I	1009	
1	206	I	1009	
1	306	K	1009	
1	306	K	1009	
1	306	I	1009	
1	326	F	1009	
1	326	B	1009	
1	326	B	1009	
1	437	I	1009	
1	326	F	1009	
1	437	O	1009	
1	326	H	1009	
1	437	O	1009	
1	326	F	1009	
1	326	F	1009	
1	388	O	1009	
1	388	O	1009	
1	153	O	1009	
1	153	O	1009	
1	153	O	1009	
1	153	O	1009	
1	153	O	1009	
1	153	O	1009	
1	421	F	1009	
1	421	F	1009	
1	356	I	1009	
1	356	I	1009	
1	153	O	1009	
1	254	I	1009	
1	75	O	1009	
1	75	A	1009	
1	75	O	1009	
1	75	O	1009	
1	75	O	1009	
1	77	K	1009	
1	77	K	1009	
1	273	I	1009	
1	273	I	1009	
1	262	G	1009	
1	430	I	1009	
1	403	F	1009	
1	142	O	1009	
1	142	O	1009	
1	460	O	1009	
1	460	O	1009	
1	36	TP	1009	
1	190	O	1009	
1	190	O	1009	
1	190	O	1009	
1	190	O	1009	
1	130	H	1009	
1	130	H	1009	
1	130	H	1009	
1	269	I	1009	
1	190	TP	1009	
1	227	TP	1009	
1	227	TP	1009	
1	205	I	1009	
1	180	I	1009	
1	119	TP	1009	
1	327	F	1009	
1	286	TP	1009	
1	286	TP	1009	
1	286	TP	1009	
1	286	TP	1009	
1	286	TP	1009	
1	116	B	1009	
1	116	B	1009	
1	389	TP	1009	
1	389	TP	1009	
1	525	TP	1009	
1	525	TP	1009	
1	119	I	1009	
1	280	TP	1009	
1	134	F	1009	
1	50	B	1009	
1	505	TP	1009	
1	371	I	1009	
1	317	B	1010	
1	291	H	1010	
1	291	B	1010	
1	291	H	1010	
1	485	I	1010	
1	329	I	1010	
1	412	I	1010	
1	412	I	1010	
1	412	H	1010	
1	124	J	1010	
1	124	K	1010	
1	124	K	1010	
1	247	TP	1010	
1	346	I	1010	
1	290	J	1010	
1	290	J	1010	
1	486	B	1010	
1	486	J	1010	
1	486	B	1010	
1	261	I	1010	
1	261	I	1010	
1	261	I	1010	
1	467	O	1010	
1	467	O	1010	
1	494	I	1010	
1	494	I	1010	
1	432	I	1010	
1	432	I	1010	
1	352	I	1010	
1	352	I	1010	
1	352	C	1010	
1	342	I	1010	
1	342	B	1010	
1	466	I	1010	
1	466	I	1010	
1	368	TP	1010	
1	368	TP	1010	
1	80	TP	1010	
1	453	TP	1010	
1	17	A	1010	
1	17	K	1010	
1	1	I	1010	
1	334	TP	1010	
1	523	I	1010	
1	523	I	1010	
1	129	I	1010	
1	129	I	1010	
1	129	I	1010	
1	129	I	1010	
1	129	I	1010	
1	328	G	1010	
1	328	O	1010	
1	328	TP	1010	
1	8	O	1010	
1	8	H	1010	
1	8	O	1010	
1	537	I	1010	
1	74	H	1011	
1	127	A	1011	
1	127	A	1011	
1	328	H	1011	
1	273	TP	1011	
1	291	A	1011	
1	261	H	1011	
1	261	H	1011	
1	97	O	1011	
1	97	TP	1011	
1	97	H	1011	
1	97	O	1011	
1	97	H	1011	
1	470	TP	1011	
1	259	I	1011	
1	388	O	1011	
1	388	O	1011	
1	71	TP	1011	
1	282	TP	1011	
1	282	TP	1011	
1	282	TP	1011	
1	95	TP	1011	
1	455	I	1011	
1	84	I	1011	
1	84	I	1011	
1	84	I	1011	
1	247	TP	1011	
1	119	H	1011	
1	290	I	1011	
1	290	I	1011	
1	77	O	1011	
1	77	O	1011	
1	395	TN	1011	
1	145	I	1011	
1	337	I	1011	
1	337	D	1011	
1	337	I	1011	
1	212	TP	1011	
1	212	TP	1011	
1	537	TP	1012	
1	292	B	1012	
1	179	O	1012	
1	375	H	1012	
1	375	H	1012	
1	292	I	1012	
1	292	K	1012	
1	292	K	1012	
1	292	I	1012	
1	292	I	1012	
1	179	I	1012	
1	25	H	1012	
1	25	TP	1012	
1	25	TP	1012	
1	453	TP	1012	
1	453	TP	1012	
1	453	TP	1012	
1	453	TP	1012	
1	364	TN	1012	
1	26	TP	1012	
1	357	TN	1012	
1	357	TN	1012	
1	357	O	1012	
1	357	O	1012	
1	357	TN	1012	
1	357	O	1012	
1	357	O	1012	
1	357	O	1012	
1	357	O	1012	
1	357	O	1012	
1	423	TN	1012	
1	423	O	1012	
1	224	I	1012	
1	224	B	1012	
1	224	B	1012	
1	224	H	1012	
1	472	I	1012	
1	472	I	1012	
1	472	I	1012	
1	472	K	1012	
1	451	TP	1012	
1	502	J	1012	
1	502	J	1012	
1	334	I	1012	
1	334	I	1012	
1	523	I	1012	
1	523	I	1012	
1	523	I	1012	
1	119	K	1012	
1	430	I	1012	
1	433	TP	1012	
1	433	TP	1012	
1	303	TP	1012	
1	318	TP	1012	
1	418	TP	1012	
1	366	TP	1012	
1	366	I	1012	
1	366	TP	1012	
1	258	TN	1012	
1	258	TN	1012	
1	258	H	1012	
1	258	TN	1012	
1	258	TN	1012	
1	291	I	1012	
1	291	I	1012	
1	291	I	1012	
1	406	I	1012	
1	406	E	1012	
1	406	E	1012	
1	129	I	1012	
1	414	B	1012	
1	77	O	1012	
1	77	O	1012	
1	77	O	1012	
1	249	I	1012	
1	119	TP	1012	
1	119	TP	1012	
1	73	I	1013	
1	73	I	1013	
1	116	B	1013	
1	506	I	1013	
1	506	I	1013	
1	494	F	1013	
1	494	F	1013	
1	145	I	1013	
1	145	I	1013	
1	73	I	1013	
1	73	I	1013	
1	73	I	1013	
1	73	I	1013	
1	189	I	1013	
1	189	I	1013	
1	189	I	1013	
1	84	K	1013	
1	362	TP	1013	
1	204	TP	1013	
1	97	H	1013	
1	191	I	1013	
1	191	I	1013	
1	247	TP	1013	
1	405	TP	1013	
1	405	TN	1013	
1	125	TP	1013	
1	511	TP	1013	
1	511	TP	1013	
1	196	O	1013	
1	196	O	1013	
1	196	O	1013	
1	196	O	1013	
1	196	O	1013	
1	317	I	1013	
1	317	I	1013	
1	175	I	1013	
1	175	I	1013	
1	175	I	1013	
1	175	I	1013	
1	461	TP	1013	
1	416	K	1013	
1	416	K	1013	
1	416	TP	1013	
1	319	I	1013	
1	424	I	1013	
1	424	I	1013	
1	416	H	1013	
1	22	I	1013	
1	204	TN	1014	
1	192	TP	1014	
1	192	TP	1014	
1	192	TP	1014	
1	19	TN	1014	
1	19	TN	1014	
1	19	TN	1014	
1	19	I	1014	
1	319	D	1014	
1	319	G	1014	
1	491	H	1014	
1	491	H	1014	
1	491	H	1014	
1	208	I	1014	
1	208	I	1014	
1	208	I	1014	
1	272	TN	1014	
1	272	TN	1014	
1	121	O	1014	
1	121	O	1014	
1	121	O	1014	
1	121	O	1014	
1	121	O	1014	
1	119	TP	1014	
1	249	B	1014	
1	249	B	1014	
1	1	B	1014	
1	399	TN	1014	
1	399	TP	1014	
1	247	TP	1014	
1	163	TN	1014	
1	328	K	1014	
1	328	TP	1014	
1	319	I	1014	
1	163	TP	1014	
1	163	TP	1014	
1	163	TP	1014	
1	163	TP	1014	
1	97	H	1014	
1	97	H	1014	
1	97	H	1014	
1	247	TP	1014	
1	460	C	1014	
1	434	O	1014	
1	434	O	1014	
1	42	O	1014	
1	42	O	1014	
1	42	O	1014	
1	42	O	1014	
1	42	O	1014	
1	492	O	1014	
1	97	TP	1014	
1	287	I	1014	
1	287	I	1014	
1	287	TP	1014	
1	287	I	1014	
1	287	TP	1014	
1	97	O	1014	
1	97	O	1014	
1	290	I	1014	
1	290	H	1014	
1	350	I	1014	
1	350	I	1014	
1	350	I	1014	
1	119	Z	1014	
1	70	I	1014	
1	475	I	1014	
1	71	O	1014	
1	415	TN	1015	
1	415	TN	1015	
1	84	I	1015	
1	84	I	1015	
1	84	I	1015	
1	348	TP	1015	
1	348	E	1015	
1	430	I	1015	
1	430	I	1015	
1	430	I	1015	
1	361	J	1015	
1	361	I	1015	
1	361	I	1015	
1	101	H	1016	
1	5	TP	1016	
1	5	TP	1016	
1	5	TP	1016	
1	5	TP	1016	
1	399	O	1016	
1	399	O	1016	
1	399	O	1016	
1	399	O	1016	
1	399	O	1016	
1	399	O	1016	
1	399	O	1016	
1	399	O	1016	
1	87	O	1016	
1	308	I	1016	
1	214	Z	1016	
1	214	K	1016	
1	11	I	1016	
1	17	N	1016	
1	450	TN	1016	
1	11	I	1016	
1	303	TP	1016	
1	303	TP	1016	
1	303	J	1016	
1	303	J	1016	
1	303	I	1016	
1	303	J	1016	
1	369	H	1016	
1	369	H	1016	
1	148	H	1016	
1	148	H	1016	
1	413	B	1016	
1	413	B	1016	
1	71	O	1016	
1	71	O	1016	
1	71	O	1016	
1	71	O	1016	
1	52	R	1016	
1	52	R	1016	
1	115	I	1016	
1	279	H	1017	
1	171	TP	1017	
1	344	F	1017	
1	344	TP	1017	
1	295	TP	1017	
1	295	O	1017	
1	146	TP	1017	
1	249	I	1017	
1	363	H	1017	
1	384	B	1017	
1	384	B	1017	
1	384	Q	1017	
1	384	Q	1017	
1	403	H	1017	
1	384	B	1017	
1	334	TP	1017	
1	174	TP	1017	
1	275	TP	1017	
1	32	I	1017	
1	32	I	1017	
1	487	B	1017	
1	487	I	1017	
1	338	I	1017	
1	338	I	1017	
1	415	TN	1017	
1	415	TN	1017	
1	468	TP	1017	
1	468	TP	1017	
1	128	J	1017	
1	128	J	1017	
1	348	TN	1017	
1	348	TN	1017	
1	341	G	1017	
1	341	G	1017	
1	212	H	1017	
1	212	O	1017	
1	212	O	1017	
1	219	B	1018	
